announcement_date,used_chip_date,stock_id,company_name,market,chip_date,foreign_net_buy_shares,investment_trust_net_buy_shares,dealer_net_buy_shares,institutional_total_net_buy_shares
2026-02-10,2026-02-10,4909,新復興,tpex,20260210,55000.0,0.0,-4175.0,50825.0
2026-02-10,2026-02-10,4911,德英,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,4923,力士,tpex,20260210,-11000.0,0.0,0.0,-11000.0
2026-02-10,2026-02-10,4931,新盛力,tpex,20260210,-96000.0,0.0,-4815.0,-100815.0
2026-02-10,2026-02-10,4933,友輝,tpex,20260210,70000.0,0.0,-1669.0,68331.0
2026-02-10,2026-02-10,4939,亞電,tpex,20260210,367000.0,0.0,-7317.0,359683.0
2026-02-10,2026-02-10,4946,辣椒,tpex,20260210,20000.0,0.0,47.0,20047.0
2026-02-10,2026-02-10,4950,金耘國際,tpex,20260210,-2000.0,0.0,0.0,-2000.0
2026-02-10,2026-02-10,4951,精拓科,tpex,20260210,-8000.0,0.0,-972.0,-8972.0
2026-02-10,2026-02-10,4953,緯軟,tpex,20260210,-17000.0,18000.0,-1406.0,-406.0
2026-02-10,2026-02-10,4966,譜瑞-KY,tpex,20260210,23000.0,-2000.0,-29847.0,-8847.0
2026-02-10,2026-02-10,4971,IET-KY,tpex,20260210,66945.0,0.0,5346.0,72291.0
2026-02-10,2026-02-10,4973,廣穎,tpex,20260210,-628000.0,0.0,-11665.0,-639665.0
2026-02-10,2026-02-10,4974,亞泰,tpex,20260210,-219000.0,0.0,-4906.0,-223906.0
2026-02-10,2026-02-10,4979,華星光,tpex,20260210,-2339975.0,467000.0,-226458.0,-2099433.0
2026-02-10,2026-02-10,4987,科誠,tpex,20260210,35000.0,0.0,0.0,35000.0
2026-02-10,2026-02-10,4991,環宇-KY,tpex,20260210,335000.0,-309000.0,114995.0,140995.0
2026-02-10,2026-02-10,4995,晶達,tpex,20260210,-8000.0,0.0,0.0,-8000.0
2026-02-10,2026-02-10,5009,榮剛,tpex,20260210,-817000.0,0.0,-74105.0,-891105.0
2026-02-10,2026-02-10,5011,久陽,tpex,20260210,20000.0,0.0,0.0,20000.0
2026-02-10,2026-02-10,5014,建錩,tpex,20260210,-11000.0,0.0,0.0,-11000.0
2026-02-10,2026-02-10,5015,華祺,tpex,20260210,10000.0,0.0,0.0,10000.0
2026-02-10,2026-02-10,5201,凱衛,tpex,20260210,-4000.0,0.0,128.0,-3872.0
2026-02-10,2026-02-10,5202,力新,tpex,20260210,41000.0,0.0,0.0,41000.0
2026-02-10,2026-02-10,5206,坤悅,tpex,20260210,3000.0,0.0,0.0,3000.0
2026-02-10,2026-02-10,5209,新鼎,tpex,20260210,-1000.0,0.0,-551.0,-1551.0
2026-02-10,2026-02-10,5210,寶碩,tpex,20260210,-17000.0,0.0,-1.0,-17001.0
2026-02-10,2026-02-10,5211,蒙恬,tpex,20260210,4000.0,0.0,0.0,4000.0
2026-02-10,2026-02-10,5212,凌網,tpex,20260210,0.0,0.0,0.0,0.0
2026-02-10,2026-02-10,5213,亞昕,tpex,20260210,89000.0,0.0,0.0,89000.0
2026-02-10,2026-02-10,5220,萬達光電,tpex,20260210,-20000.0,0.0,0.0,-20000.0
2026-02-10,2026-02-10,5223,安力-KY,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,5227,立凱-KY,tpex,20260210,-111000.0,0.0,-38.0,-111038.0
2026-02-10,2026-02-10,5228,鈺鎧,tpex,20260210,-4000.0,0.0,0.0,-4000.0
2026-02-10,2026-02-10,5230,雷笛克光學,tpex,20260210,-1000.0,0.0,-201.0,-1201.0
2026-02-10,2026-02-10,5236,凌陽創新,tpex,20260210,-267.0,0.0,-2072.0,-2339.0
2026-02-10,2026-02-10,5245,智晶,tpex,20260210,8000.0,0.0,0.0,8000.0
2026-02-10,2026-02-10,5251,天鉞電,tpex,20260210,92000.0,0.0,537.0,92537.0
2026-02-10,2026-02-10,5263,智崴,tpex,20260210,33273.0,0.0,-1044.0,32229.0
2026-02-10,2026-02-10,5272,笙科,tpex,20260210,0.0,0.0,765.0,765.0
2026-02-10,2026-02-10,5274,信驊,tpex,20260210,12048.0,-40500.0,6084.0,-22368.0
2026-02-10,2026-02-10,5278,尚凡*,tpex,20260210,75000.0,0.0,-366.0,74634.0
2026-02-10,2026-02-10,5287,數字,tpex,20260210,-15000.0,0.0,-1000.0,-16000.0
2026-02-10,2026-02-10,5289,宜鼎,tpex,20260210,-709791.0,0.0,-85368.0,-795159.0
2026-02-10,2026-02-10,5291,邑昇,tpex,20260210,208000.0,0.0,-367.0,207633.0
2026-02-10,2026-02-10,5299,杰力,tpex,20260210,11000.0,0.0,0.0,11000.0
2026-02-10,2026-02-10,5302,太欣,tpex,20260210,99000.0,0.0,-1315.0,97685.0
2026-02-10,2026-02-10,5309,系統電,tpex,20260210,-581354.0,0.0,-89275.0,-670629.0
2026-02-10,2026-02-10,5312,寶島科,tpex,20260210,2000.0,0.0,-1000.0,1000.0
2026-02-10,2026-02-10,5314,世紀*,tpex,20260210,-25000.0,0.0,-1990.0,-26990.0
2026-02-10,2026-02-10,5315,光聯,tpex,20260210,-44000.0,0.0,0.0,-44000.0
2026-02-10,2026-02-10,5321,美而快,tpex,20260210,24000.0,0.0,-57.0,23943.0
2026-02-10,2026-02-10,5324,士開,tpex,20260210,-7000.0,0.0,0.0,-7000.0
2026-02-10,2026-02-10,5328,華容,tpex,20260210,2589000.0,0.0,-2038.0,2586962.0
2026-02-10,2026-02-10,5340,建榮,tpex,20260210,-1056700.0,0.0,-25264.0,-1081964.0
2026-02-10,2026-02-10,5344,立衛,tpex,20260210,-7000.0,0.0,0.0,-7000.0
2026-02-10,2026-02-10,5347,世界,tpex,20260210,-4302539.0,1236000.0,-158608.0,-3225147.0
2026-02-10,2026-02-10,5351,鈺創,tpex,20260210,-3014496.0,20000.0,-105297.0,-3099793.0
2026-02-10,2026-02-10,5353,台林,tpex,20260210,-9000.0,0.0,0.0,-9000.0
2026-02-10,2026-02-10,5355,佳總,tpex,20260210,0.0,0.0,-7.0,-7.0
2026-02-10,2026-02-10,5356,協益,tpex,20260210,-4000.0,0.0,-12000.0,-16000.0
2026-02-10,2026-02-10,5364,力麗店,tpex,20260210,2000.0,0.0,111.0,2111.0
2026-02-10,2026-02-10,5371,中光電,tpex,20260210,-677994.0,0.0,10406.0,-667588.0
2026-02-10,2026-02-10,5381,合正,tpex,20260210,48000.0,0.0,-395.0,47605.0
2026-02-10,2026-02-10,5386,青雲,tpex,20260210,219515.0,0.0,-38740.0,180775.0
2026-02-10,2026-02-10,5392,能率,tpex,20260210,31000.0,0.0,-639.0,30361.0
2026-02-10,2026-02-10,5398,慕康生醫,tpex,20260210,30000.0,0.0,-29.0,29971.0
2026-02-10,2026-02-10,5403,中菲,tpex,20260210,21000.0,0.0,0.0,21000.0
2026-02-10,2026-02-10,5410,國眾,tpex,20260210,-12000.0,0.0,716.0,-11284.0
2026-02-10,2026-02-10,5425,台半,tpex,20260210,6926.0,20000.0,15466.0,42392.0
2026-02-10,2026-02-10,5426,振發,tpex,20260210,129000.0,0.0,5548.0,134548.0
2026-02-10,2026-02-10,5432,新門,tpex,20260210,-9000.0,0.0,-279.0,-9279.0
2026-02-10,2026-02-10,5438,東友,tpex,20260210,-17000.0,0.0,-90.0,-17090.0
2026-02-10,2026-02-10,5439,高技,tpex,20260210,230000.0,-7000.0,-27392.0,195608.0
2026-02-10,2026-02-10,5443,均豪,tpex,20260210,-201000.0,0.0,52004.0,-148996.0
2026-02-10,2026-02-10,5450,南良,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,5452,佶優,tpex,20260210,81000.0,0.0,-46004.0,34996.0
2026-02-10,2026-02-10,5455,昇益,tpex,20260210,0.0,0.0,-78.0,-78.0
2026-02-10,2026-02-10,5457,宣德,tpex,20260210,105000.0,0.0,4003.0,109003.0
2026-02-10,2026-02-10,5460,同協,tpex,20260210,0.0,0.0,0.0,0.0
2026-02-10,2026-02-10,5464,霖宏,tpex,20260210,-12000.0,0.0,0.0,-12000.0
2026-02-10,2026-02-10,5465,富驊,tpex,20260210,11000.0,0.0,-7000.0,4000.0
2026-02-10,2026-02-10,5468,凱鈺,tpex,20260210,-14000.0,0.0,0.0,-14000.0
2026-02-10,2026-02-10,5474,聰泰,tpex,20260210,-6000.0,0.0,-3921.0,-9921.0
2026-02-10,2026-02-10,5475,德宏,tpex,20260210,-2000.0,0.0,3.0,-1997.0
2026-02-10,2026-02-10,5478,智冠,tpex,20260210,33000.0,0.0,0.0,33000.0
2026-02-10,2026-02-10,5481,新華,tpex,20260210,-67000.0,0.0,0.0,-67000.0
2026-02-10,2026-02-10,5483,中美晶,tpex,20260210,1737508.0,864145.0,581.0,2602234.0
2026-02-10,2026-02-10,5487,通泰,tpex,20260210,-2000.0,0.0,0.0,-2000.0
2026-02-10,2026-02-10,5488,松普,tpex,20260210,41000.0,0.0,0.0,41000.0
2026-02-10,2026-02-10,5489,彩富,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,5490,同亨,tpex,20260210,31000.0,0.0,314.0,31314.0
2026-02-10,2026-02-10,5493,三聯,tpex,20260210,-58000.0,0.0,-360.0,-58360.0
2026-02-10,2026-02-10,5498,凱崴,tpex,20260210,1062504.0,0.0,-101626.0,960878.0
2026-02-10,2026-02-10,5508,永信建,tpex,20260210,274000.0,0.0,1512.0,275512.0
2026-02-10,2026-02-10,5511,德昌,tpex,20260210,12000.0,0.0,-18000.0,-6000.0
2026-02-10,2026-02-10,5512,力麒,tpex,20260210,-90310.0,0.0,0.0,-90310.0
2026-02-10,2026-02-10,5514,三豐,tpex,20260210,-22000.0,0.0,0.0,-22000.0
2026-02-10,2026-02-10,5516,雙喜,tpex,20260210,1719.0,0.0,0.0,1719.0
2026-02-10,2026-02-10,5523,豐謙,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,5530,龍巖,tpex,20260210,-180000.0,0.0,-38.0,-180038.0
2026-02-10,2026-02-10,5536,聖暉*,tpex,20260210,385006.0,-358000.0,-417.0,26589.0
2026-02-10,2026-02-10,5543,桓鼎-KY,tpex,20260210,-957.0,0.0,-38.0,-995.0
2026-02-10,2026-02-10,5547,久舜,tpex,20260210,0.0,0.0,-617.0,-617.0
2026-02-10,2026-02-10,5548,安倉,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,5601,台聯櫃,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,5603,陸海,tpex,20260210,-2000.0,0.0,0.0,-2000.0
2026-02-10,2026-02-10,5604,中連,tpex,20260210,-7000.0,0.0,0.0,-7000.0
2026-02-10,2026-02-10,5609,中菲行,tpex,20260210,21402.0,0.0,577.0,21979.0
2026-02-10,2026-02-10,5704,老爺知,tpex,20260210,0.0,0.0,-6000.0,-6000.0
2026-02-10,2026-02-10,5864,致和證,tpex,20260210,162441.0,0.0,0.0,162441.0
2026-02-10,2026-02-10,5902,德記,tpex,20260210,-1000.0,0.0,-779.0,-1779.0
2026-02-10,2026-02-10,5903,全家,tpex,20260210,80000.0,0.0,9000.0,89000.0
2026-02-10,2026-02-10,5904,寶雅,tpex,20260210,177289.0,2000.0,-971.0,178318.0
2026-02-10,2026-02-10,5905,南仁湖,tpex,20260210,-120000.0,0.0,254.0,-119746.0
2026-02-10,2026-02-10,6015,宏遠證,tpex,20260210,515000.0,0.0,0.0,515000.0
2026-02-10,2026-02-10,6016,康和證,tpex,20260210,-926000.0,0.0,0.0,-926000.0
2026-02-10,2026-02-10,6020,大展證,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6021,美好證,tpex,20260210,55000.0,0.0,0.0,55000.0
2026-02-10,2026-02-10,6023,元大期,tpex,20260210,6000.0,0.0,0.0,6000.0
2026-02-10,2026-02-10,6026,福邦證,tpex,20260210,-2092000.0,0.0,0.0,-2092000.0
2026-02-10,2026-02-10,6101,寬魚國際,tpex,20260210,-8000.0,0.0,0.0,-8000.0
2026-02-10,2026-02-10,6104,創惟,tpex,20260210,-53000.0,5000.0,-2252.0,-50252.0
2026-02-10,2026-02-10,6109,亞元,tpex,20260210,7000.0,0.0,-1.0,6999.0
2026-02-10,2026-02-10,6111,大宇資,tpex,20260210,-26000.0,0.0,210.0,-25790.0
2026-02-10,2026-02-10,6113,亞矽,tpex,20260210,-66000.0,0.0,-2283.0,-68283.0
2026-02-10,2026-02-10,6114,久威,tpex,20260210,-1000.0,0.0,8.0,-992.0
2026-02-10,2026-02-10,6118,建達,tpex,20260210,52000.0,0.0,771.0,52771.0
2026-02-10,2026-02-10,6121,新普,tpex,20260210,-96050.0,-164000.0,2532.0,-257518.0
2026-02-10,2026-02-10,6122,擎邦,tpex,20260210,-56000.0,0.0,241.0,-55759.0
2026-02-10,2026-02-10,6123,上奇,tpex,20260210,-6000.0,0.0,-1228.0,-7228.0
2026-02-10,2026-02-10,6124,業強,tpex,20260210,7000.0,0.0,0.0,7000.0
2026-02-10,2026-02-10,6125,廣運,tpex,20260210,57000.0,0.0,-10253.0,46747.0
2026-02-10,2026-02-10,6126,信音,tpex,20260210,49000.0,0.0,66582.0,115582.0
2026-02-10,2026-02-10,6127,九豪,tpex,20260210,-100500.0,0.0,-316.0,-100816.0
2026-02-10,2026-02-10,6129,普誠,tpex,20260210,-15000.0,0.0,-284.0,-15284.0
2026-02-10,2026-02-10,6130,上亞科技,tpex,20260210,15000.0,0.0,-73.0,14927.0
2026-02-10,2026-02-10,6134,萬旭,tpex,20260210,-190970.0,0.0,14999.0,-175971.0
2026-02-10,2026-02-10,6138,茂達,tpex,20260210,-93000.0,10000.0,-3518.0,-86518.0
2026-02-10,2026-02-10,6140,訊達,tpex,20260210,6000.0,0.0,-595.0,5405.0
2026-02-10,2026-02-10,6143,振曜,tpex,20260210,156000.0,0.0,2319.0,158319.0
2026-02-10,2026-02-10,6144,得利影,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6146,耕興,tpex,20260210,27000.0,0.0,3693.0,30693.0
2026-02-10,2026-02-10,6147,頎邦,tpex,20260210,-489211.0,-3108.0,-13758.0,-506077.0
2026-02-10,2026-02-10,6148,驊宏資,tpex,20260210,137000.0,0.0,4.0,137004.0
2026-02-10,2026-02-10,6150,撼訊,tpex,20260210,84000.0,0.0,-4019.0,79981.0
2026-02-10,2026-02-10,6151,晉倫,tpex,20260210,0.0,0.0,434.0,434.0
2026-02-10,2026-02-10,6154,順發,tpex,20260210,2959.0,0.0,0.0,2959.0
2026-02-10,2026-02-10,6156,松上,tpex,20260210,22000.0,0.0,-445.0,21555.0
2026-02-10,2026-02-10,6158,禾昌,tpex,20260210,4000.0,0.0,0.0,4000.0
2026-02-10,2026-02-10,6160,欣技,tpex,20260210,8000.0,0.0,-267.0,7733.0
2026-02-10,2026-02-10,6161,捷波,tpex,20260210,34000.0,0.0,-3992.0,30008.0
2026-02-10,2026-02-10,6163,華電網,tpex,20260210,139000.0,0.0,410.0,139410.0
2026-02-10,2026-02-10,6167,久正,tpex,20260210,-15999.0,0.0,0.0,-15999.0
2026-02-10,2026-02-10,6169,昱泉,tpex,20260210,2000.0,0.0,0.0,2000.0
2026-02-10,2026-02-10,6170,統振,tpex,20260210,-106000.0,0.0,0.0,-106000.0
2026-02-10,2026-02-10,6171,大城地產,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6173,信昌電,tpex,20260210,-318970.0,0.0,-83312.0,-402282.0
2026-02-10,2026-02-10,6174,安碁,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,6175,立敦,tpex,20260210,99000.0,0.0,-5281.0,93719.0
2026-02-10,2026-02-10,6179,亞通,tpex,20260210,99000.0,0.0,10.0,99010.0
2026-02-10,2026-02-10,6180,橘子,tpex,20260210,317000.0,-871.0,-1.0,316128.0
2026-02-10,2026-02-10,6182,合晶,tpex,20260210,-279059.0,0.0,-88513.0,-367572.0
2026-02-10,2026-02-10,6185,幃翔,tpex,20260210,-27000.0,0.0,-82.0,-27082.0
2026-02-10,2026-02-10,6186,新潤,tpex,20260210,121323.0,0.0,757.0,122080.0
2026-02-10,2026-02-10,6187,萬潤,tpex,20260210,-85000.0,0.0,-11453.0,-96453.0
2026-02-10,2026-02-10,6188,廣明,tpex,20260210,529000.0,0.0,-48318.0,480682.0
2026-02-10,2026-02-10,6190,萬泰科,tpex,20260210,-399000.0,0.0,-104537.0,-503537.0
2026-02-10,2026-02-10,6194,育富,tpex,20260210,-1000.0,0.0,-4000.0,-5000.0
2026-02-10,2026-02-10,6195,詩肯,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6199,天品,tpex,20260210,-12000.0,0.0,-458.0,-12458.0
2026-02-10,2026-02-10,6203,海韻電,tpex,20260210,-5000.0,0.0,10.0,-4990.0
2026-02-10,2026-02-10,6204,艾華,tpex,20260210,26000.0,0.0,221.0,26221.0
2026-02-10,2026-02-10,6207,雷科,tpex,20260210,62000.0,0.0,-9465.0,52535.0
2026-02-10,2026-02-10,6208,日揚,tpex,20260210,568.0,0.0,24.0,592.0
2026-02-10,2026-02-10,6210,慶生,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6212,理銘,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6217,中探針,tpex,20260210,600040.0,0.0,83129.0,683169.0
2026-02-10,2026-02-10,6218,豪勉,tpex,20260210,-247000.0,0.0,-999.0,-247999.0
2026-02-10,2026-02-10,6219,富旺,tpex,20260210,346000.0,0.0,0.0,346000.0
2026-02-10,2026-02-10,6220,岳豐,tpex,20260210,-354000.0,0.0,0.0,-354000.0
2026-02-10,2026-02-10,6221,晉泰,tpex,20260210,24000.0,0.0,-7000.0,17000.0
2026-02-10,2026-02-10,6223,旺矽,tpex,20260210,148569.0,-188500.0,-14651.0,-54582.0
2026-02-10,2026-02-10,6227,茂綸,tpex,20260210,52000.0,0.0,-615.0,51385.0
2026-02-10,2026-02-10,6228,全譜,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6229,研通,tpex,20260210,-1000.0,0.0,-611.0,-1611.0
2026-02-10,2026-02-10,6231,系微,tpex,20260210,111100.0,0.0,-2686.0,108414.0
2026-02-10,2026-02-10,6233,旺玖,tpex,20260210,125000.0,0.0,0.0,125000.0
2026-02-10,2026-02-10,6234,高僑,tpex,20260210,105000.0,0.0,-1054.0,103946.0
2026-02-10,2026-02-10,6237,驊訊,tpex,20260210,52000.0,0.0,-11.0,51989.0
2026-02-10,2026-02-10,6240,松崗,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6244,茂迪,tpex,20260210,-1603080.0,0.0,-681474.0,-2284554.0
2026-02-10,2026-02-10,6245,立端,tpex,20260210,16000.0,0.0,4244.0,20244.0
2026-02-10,2026-02-10,6246,臺龍,tpex,20260210,5000.0,0.0,93.0,5093.0
2026-02-10,2026-02-10,6248,沛波,tpex,20260210,-13000.0,0.0,-396.0,-13396.0
2026-02-10,2026-02-10,6259,百徽,tpex,20260210,-17000.0,0.0,0.0,-17000.0
2026-02-10,2026-02-10,6261,久元,tpex,20260210,148000.0,0.0,-9715.0,138285.0
2026-02-10,2026-02-10,6263,普萊德,tpex,20260210,63000.0,0.0,0.0,63000.0
2026-02-10,2026-02-10,6264,富裔,tpex,20260210,-7000.0,0.0,0.0,-7000.0
2026-02-10,2026-02-10,6265,方土昶,tpex,20260210,412000.0,0.0,-4804.0,407196.0
2026-02-10,2026-02-10,6266,泰詠,tpex,20260210,-44000.0,0.0,-158.0,-44158.0
2026-02-10,2026-02-10,6270,倍微,tpex,20260210,43000.0,0.0,0.0,43000.0
2026-02-10,2026-02-10,6274,台燿,tpex,20260210,323348.0,-285000.0,30214.0,68562.0
2026-02-10,2026-02-10,6275,元山,tpex,20260210,29000.0,0.0,-2644.0,26356.0
2026-02-10,2026-02-10,6276,安鈦克,tpex,20260210,-2000.0,0.0,-8.0,-2008.0
2026-02-10,2026-02-10,6279,胡連,tpex,20260210,-43000.0,0.0,328.0,-42672.0
2026-02-10,2026-02-10,6284,佳邦,tpex,20260210,-34000.0,0.0,-2502.0,-36502.0
2026-02-10,2026-02-10,6290,良維,tpex,20260210,648000.0,1000.0,-130751.0,518249.0
2026-02-10,2026-02-10,6291,沛亨,tpex,20260210,8000.0,0.0,7066.0,15066.0
2026-02-10,2026-02-10,6292,迅德,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6411,晶焱,tpex,20260210,4000.0,0.0,991.0,4991.0
2026-02-10,2026-02-10,6417,韋僑,tpex,20260210,-9000.0,0.0,0.0,-9000.0
2026-02-10,2026-02-10,6418,詠昇,tpex,20260210,-37000.0,0.0,516.0,-36484.0
2026-02-10,2026-02-10,6419,京晨科,tpex,20260210,10000.0,0.0,0.0,10000.0
2026-02-10,2026-02-10,6423,億而得,tpex,20260210,-69000.0,0.0,0.0,-69000.0
2026-02-10,2026-02-10,6425,易發,tpex,20260210,-27000.0,0.0,718.0,-26282.0
2026-02-10,2026-02-10,6432,今展科,tpex,20260210,-22000.0,0.0,-196.0,-22196.0
2026-02-10,2026-02-10,6435,大中,tpex,20260210,-60000.0,0.0,-5979.0,-65979.0
2026-02-10,2026-02-10,6441,廣錠,tpex,20260210,7000.0,0.0,-38.0,6962.0
2026-02-10,2026-02-10,6461,益得,tpex,20260210,51000.0,0.0,0.0,51000.0
2026-02-10,2026-02-10,6462,神盾,tpex,20260210,-158000.0,5000.0,-182028.0,-335028.0
2026-02-10,2026-02-10,6465,威潤,tpex,20260210,20000.0,0.0,7.0,20007.0
2026-02-10,2026-02-10,6469,大樹,tpex,20260210,20000.0,0.0,-471.0,19529.0
2026-02-10,2026-02-10,6470,宇智,tpex,20260210,-5000.0,0.0,-4000.0,-9000.0
2026-02-10,2026-02-10,6474,華豫寧,tpex,20260210,8000.0,0.0,0.0,8000.0
2026-02-10,2026-02-10,6482,弘煜科,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6485,點序,tpex,20260210,61010.0,0.0,-2059.0,58951.0
2026-02-10,2026-02-10,6486,互動,tpex,20260210,-3000.0,0.0,8.0,-2992.0
2026-02-10,2026-02-10,6488,環球晶,tpex,20260210,-364704.0,24000.0,-32334.0,-373038.0
2026-02-10,2026-02-10,6492,生華科,tpex,20260210,-59000.0,0.0,-338.0,-59338.0
2026-02-10,2026-02-10,6494,九齊,tpex,20260210,85000.0,0.0,317.0,85317.0
2026-02-10,2026-02-10,6496,科懋,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6498,久禾光,tpex,20260210,-42000.0,0.0,-2138.0,-44138.0
2026-02-10,2026-02-10,6499,益安,tpex,20260210,58475.0,0.0,84.0,58559.0
2026-02-10,2026-02-10,6508,惠光,tpex,20260210,8000.0,0.0,0.0,8000.0
2026-02-10,2026-02-10,6509,聚和,tpex,20260210,86000.0,0.0,-6000.0,80000.0
2026-02-10,2026-02-10,6510,精測,tpex,20260210,132581.0,-145000.0,-11421.0,-23840.0
2026-02-10,2026-02-10,6516,勤崴國際,tpex,20260210,7000.0,0.0,0.0,7000.0
2026-02-10,2026-02-10,6517,保勝光學,tpex,20260210,72000.0,0.0,280.0,72280.0
2026-02-10,2026-02-10,6523,達爾膚,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6527,明達醫,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6530,創威,tpex,20260210,511000.0,0.0,-3000.0,508000.0
2026-02-10,2026-02-10,6532,瑞耘,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,6535,順藥,tpex,20260210,-27000.0,0.0,495.0,-26505.0
2026-02-10,2026-02-10,6538,倉和,tpex,20260210,-22000.0,-154.0,130.0,-22024.0
2026-02-10,2026-02-10,6542,隆中,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6546,正基,tpex,20260210,9000.0,0.0,-25817.0,-16817.0
2026-02-10,2026-02-10,6547,高端疫苗,tpex,20260210,-310234.0,0.0,-5055.0,-315289.0
2026-02-10,2026-02-10,6548,長科*,tpex,20260210,432000.0,0.0,-2588.0,429412.0
2026-02-10,2026-02-10,6556,勝品,tpex,20260210,0.0,0.0,-10.0,-10.0
2026-02-10,2026-02-10,6560,欣普羅,tpex,20260210,-8000.0,0.0,0.0,-8000.0
2026-02-10,2026-02-10,6561,是方,tpex,20260210,-7000.0,0.0,0.0,-7000.0
2026-02-10,2026-02-10,6568,宏觀,tpex,20260210,-8000.0,0.0,-34463.0,-42463.0
2026-02-10,2026-02-10,6569,醫揚,tpex,20260210,-5000.0,0.0,0.0,-5000.0
2026-02-10,2026-02-10,6570,維田,tpex,20260210,19000.0,0.0,0.0,19000.0
2026-02-10,2026-02-10,6574,霈方,tpex,20260210,-1000.0,0.0,0.0,-1000.0
2026-02-10,2026-02-10,6576,逸達,tpex,20260210,-85000.0,0.0,0.0,-85000.0
2026-02-10,2026-02-10,6577,勁豐,tpex,20260210,6000.0,0.0,0.0,6000.0
2026-02-10,2026-02-10,6578,達邦蛋白,tpex,20260210,-16000.0,0.0,0.0,-16000.0
2026-02-10,2026-02-10,6584,南俊國際,tpex,20260210,786000.0,0.0,-55498.0,730502.0
2026-02-10,2026-02-10,6588,東典光電,tpex,20260210,24000.0,0.0,57000.0,81000.0
2026-02-10,2026-02-10,6593,台灣銘板,tpex,20260210,6000.0,0.0,-1277.0,4723.0
2026-02-10,2026-02-10,6596,寬宏藝術,tpex,20260210,228000.0,0.0,6001.0,234001.0
2026-02-10,2026-02-10,6603,富強鑫,tpex,20260210,588000.0,0.0,30896.0,618896.0
2026-02-10,2026-02-10,6609,瀧澤科,tpex,20260210,10000.0,0.0,-85.0,9915.0
2026-02-10,2026-02-10,6612,奈米醫材,tpex,20260210,3000.0,0.0,0.0,3000.0
2026-02-10,2026-02-10,6613,朋億*,tpex,20260210,-176000.0,-226.0,6682.0,-169544.0
2026-02-10,2026-02-10,6615,慧智,tpex,20260210,1000.0,0.0,0.0,1000.0
2026-02-10,2026-02-10,6616,特昇-KY,tpex,20260210,-3000.0,0.0,0.0,-3000.0
2026-02-10,2026-02-10,6617,共信-KY,tpex,20260210,144464.0,0.0,0.0,144464.0
2026-02-10,2026-02-10,6620,漢達,tpex,20260210,8000.0,0.0,0.0,8000.0
2026-02-10,2026-02-10,6624,萬年清,tpex,20260210,0.0,0.0,4.0,4.0
2026-02-10,2026-02-10,6629,泰金-KY,tpex,20260210,2000.0,0.0,-17.0,1983.0
2026-02-10,2026-02-10,6637,醫影,tpex,20260210,7000.0,0.0,0.0,7000.0
2026-02-10,2026-02-10,6640,均華,tpex,20260210,-103000.0,0.0,-11103.0,-114103.0
2026-02-10,2026-02-10,6642,富致,tpex,20260210,-13000.0,0.0,0.0,-13000.0
2026-02-10,2026-02-10,6643,M31,tpex,20260210,-102800.0,-92000.0,-14759.0,-209559.0
2026-02-10,2026-02-10,6649,台生材,tpex,20260210,-18000.0,0.0,-254.0,-18254.0
2026-02-10,2026-02-10,6651,全宇昕,tpex,20260210,-23000.0,0.0,0.0,-23000.0
2026-02-10,2026-02-10,6654,天正國際,tpex,20260210,3000.0,0.0,-1000.0,2000.0
2026-02-10,2026-02-10,6664,群翊,tpex,20260210,-118850.0,0.0,-9131.0,-127981.0
2026-02-10,2026-02-10,6667,信紘科,tpex,20260210,-1025.0,0.0,5424.0,4399.0
